OnnettomuusID;Tienpitäjä;Tieosoite;Ajorata;Tie;Osa;Etaisyys;x-koordinaatti;y-koordinaatti;Liikennevalot;ELY-keskus;Maakunta ;Kunta;Katuosoite;Vuosi;Kuukausi;Onnettomyystyyppi;Onnettomuustyyppi nro;Vakavuus;Osallisten lkm;Onnettomuusluokka;Raskaan liikenteen onnettomuus;Tietyö;Onnettomuuspaikka;Liittymäjärjestelyt;Viikonpäivä;Pinta;Valoisuus;Lämpötila;Sää;Nopeusrajoitus;Verkollinen asema;Päällyste;Talvihoitoluokitus;Toiminallinen luokka korjattu;Rautatie;Taajama;KVL;KVL raskas;Näkemä% yli 150;Näkemä% yli 300;Näkemä% yli 450;Näkemän pituus
630072;Kunta;-;-;-;-;-;374696;6677283;toiminnassa;;;;Helsingintie X Kerantie;2023;12;vastakkaiset ajosuunnat muu törmäys käännyttäessä oikealle;36;Ei henkilövahinkoja;0;kääntymisonnettomuus;ei;ei;ajorata;liikennevalot;la;sohjoinen;tie valaistu;−5;lumisade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630073;Väylävirasto;19642/1/4920;0;19642;1;4920;383284;7376744;-;Lapin ELY;Lappi;Ylitornio;PIIMÄTIE;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;pe;jäinen;pimeä (valaisematon);−10;kirkas;80;-;öljysora tai vast;III;Yhdystie;Ei tasoristeystä;ei;129;14;;;;
630074;Väylävirasto;3/103/3523;1;3;103;3523;380254;6689178;-;Uudenmaan ELY;Uusimaa;Vantaa;Tie 3 (Keimolan Nesteen liittymä pohjois;2023;12;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;pe;-;tie valaistu;0;raesade;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;45 782;3 563;;;;
630075;Kunta;-;-;-;-;-;433417;6942547;-;;;;TEOLLISUUSKATU;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;la;luminen;hämärä;−2;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630076;Väylävirasto;9/103/5570;2;9;103;5570;247585;6722484;-;Varsinais-Suomen ELY;Varsinais-Suomi;Lieto;Tampereen valtatie (x Pahkantie);2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;la;sohjoinen;tie valaistu;−8;raesade;100;-;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;14 323;1 264;100;100;100;
630077;Väylävirasto;18/4/983;0;18;4;983;261199;6994190;-;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Isokyrö;TERVAJOENTIE VT18;2023;12;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;la;luminen;tie valaistu;−2;kirkas;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;5 429;438;100;100;85;
630078;Kunta;-;-;-;-;-;220068;6829424;-;;;;KARJARANNANTIE;2023;12;suistuminen vas. vasemmalle kääntyvässä kaart.;85;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;muu risteys;la;jäinen;tie valaistu;−1;lumisade;50;-;kestopäällyste;-;Katu/Yksityistie;Puomit;kyllä;;;;;;
630079;Väylävirasto;16685/1/8242;0;16685;1;8242;433161;6906941;-;Keski-Suomen ELY;Keski-Suomi;Jyväskylä;RUOKKEENTIE;2023;12;törmäys esteeseen ajoradalla;94;Loukkaantumiseen johtanut;2;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;la;luminen;päivänvalo;−1;lumisade;40;Tieto puuttuu;kestopäällyste;Is;Yhdystie;Ei tasoristeystä;kyllä;10 849;543;77;15;1;
630080;Kunta;-;-;-;-;-;562097;6773072;-;;;;KIVISALMEKATU X PIILUVANKATU;2023;12;muu risteämisonnettomuus, ei kääntymistä;49;Ei henkilövahinkoja;2;risteämisonnettomuus;kyllä;ei;-;tasa-arvo;la;luminen;tie valaistu;−1;lumisade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630081;Väylävirasto;3/138/5490;2;3;138;5490;317299;6824199;-;Pirkanmaan ELY;Pirkanmaa;Nokia;YLÖJÄRVENTIE;2023;12;eläinonnettomuus;90;Loukkaantumiseen johtanut;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;la;luminen;pimeä (valaisematon);−2;lumisade;80;-;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;21 082;2 724;;;;
630082;Kunta;-;-;-;-;-;386351;6677693;-;;;;PANUNTIE X OSMONTIE;2023;12;muu tieltä suistuminen;89;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;muu risteys;la;sohjoinen;päivänvalo;−1;räntäsade;40;-;betoni;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630083;Väylävirasto;23/316/623;0;23;316;623;534919;6906617;-;Pohjois-Savon ELY;Pohjois-Savo;Joroinen;VT23;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;la;jäinen;pimeä (valaisematon);−2;lumisade;80;-;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;ei;2 213;266;100;90;67;
630084;Kunta;-;-;-;-;-;427619;6761582;toiminnassa;;;;ALEKSANTERINKATU 18;2023;12;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;la;sohjoinen;tie valaistu;0;räntäsade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630085;Väylävirasto;13782/1/2772;0;13782;1;2772;318033;6821585;-;Pirkanmaan ELY;Pirkanmaa;Nokia;RAJASALMENTIE;2023;12;suistuminen vas. vasemmalle kääntyvässä kaart.;85;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;jäinen;tie valaistu;−3;pilvipouta;50;-;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;ei;2 847;111;;;;
630086;Kunta;-;-;-;-;-;238178;6715092;-;;;;PENSSELIKUJA X KUNINKOJANTIE;2023;12;muu samat ajosuunnat, ei kääntymistä;9;Ei henkilövahinkoja;2;muu onnettomuus;ei;ei;ajorata;kärkikolmio;su;jäinen;hämärä;−2;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630088;Kunta;-;-;-;-;-;288698;6965629;-;Keski-Suomen ELY;;;RUUKINTIE;2023;12;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;la;jäinen;tie valaistu;−2;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630089;Kunta;-;-;-;-;-;237538;6710686;-;;;;KANSLERINTIE 12 D;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;2;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;su;luminen;tie valaistu;−2;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630090;Väylävirasto;2983/1/2907;0;2983;1;2907;319873;6799459;-;Pirkanmaan ELY;Pirkanmaa;Vesilahti;VALKKISTENTIE;2023;12;muu kohtaamisonnettomuus, ei kääntymistä;29;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);−3;pilvipouta;60;-;kestopäällyste;II;Yhdystie;Ei tasoristeystä;ei;474;12;47;6;0;73
630091;Väylävirasto;1.3.2009;2;1;3;9;382586;6675850;toiminnassa;Uudenmaan ELY;Uusimaa;Helsinki;Huopalahdentie X Turunväylä;2023;12;käänt vasemmalle risteävän eteen tai kylkeen;53;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;liikennevalot;su;jäinen;tie valaistu;−2;pilvipouta;40;Keskustan ohikulku kaava-alueella;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;26 869;751;97;76;57;119
630092;Muu;-;-;-;-;-;410147;6858375;-;;;;HANGASOJANTIE;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);−2;lumisade;80;-;muu;-;Katu/Yksityistie;Ei tasoristeystä;ei;;;;;;
630093;Väylävirasto;4/107/1348;1;4;107;1348;396827;6697327;-;Uudenmaan ELY;Uusimaa;Kerava;TIE 4;2023;12;muu peräänajo liikkuvaan ajoneuvoon;7;Loukkaantumiseen johtanut;2;peräänajo-onnettomuus;ei;ei;ajorata;linjaonnettomuus;la;luminen;pimeä (valaisematon);−2;lumisade;100;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;44 201;2 904;100;98;85;
630094;Väylävirasto;14687/2/1663;0;14687;2;1663;518707;6746250;-;Kaakkois-Suomen ELY;Kymenlaakso;Kouvola;SAARAMAANTIE X MYLLYLAHDENTIE;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;kyllä;ei;ajorata;linjaonnettomuus;su;luminen;pimeä (valaisematon);0;pilvipouta;80;-;sora;III;Yhdystie;Ei tasoristeystä;ei;210;22;49;15;3;152
630095;Väylävirasto;29606/12/149;0;29606;12;149;370450;7305627;-;Lapin ELY;Lappi;Tornio;Jokivarrentie x Perämerentie;2023;12;muu samat ajosuunnat, ei kääntymistä;9;Ei henkilövahinkoja;2;muu onnettomuus;ei;ei;eritasoliittymän ramppi;liikennevalot;su;luminen;tie valaistu;0;lumisade;50;Tieto puuttuu;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;1 052;44;;;;
630096;Väylävirasto;16205/1/2153;0;16205;1;2153;512422;7003275;-;Pohjois-Savon ELY;Pohjois-Savo;Kuopio;HAATALANTIE 217;2023;12;muu risteämisonnettomuus, kääntyminen;59;Ei henkilövahinkoja;2;muu onnettomuus;ei;ei;ajorata;kärkikolmio;su;luminen;päivänvalo;−7;sumu;80;-;kestopäällyste;III;Yhdystie;Ei tasoristeystä;ei;159;14;;;;
630097;Kunta;-;-;-;-;-;389411;7294209;-;Pohjois-Pohjanmaan ELY;;;Sammonkatu X Kiveliönkatu;2023;12;käänt vasemmalle risteävän eteen tai kylkeen;53;Loukkaantumiseen johtanut;2;mopedionnettomuus;ei;ei;silta;kärkikolmio;la;jäinen;tie valaistu;−5;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630098;Väylävirasto;8/307/4431;1;8;307;4431;251118;7015531;-;Etelä-Pohjanmaan ELY;Pohjanmaa;Vörå;Vt8;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;luminen;päivänvalo;−3;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;4 788;499;;;;
630099;Väylävirasto;7115/1/3223;0;7115;1;3223;335842;6987562;-;Etelä-Pohjanmaan ELY;Etelä-Pohjanmaa;Alajärvi;KOSKENVARRENTIE 317 KOHDALLA;2023;12;suistuminen tieltä risteyksessä;86;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;su;luminen;tie valaistu;−4;pilvipouta;60;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Ic;Yhdystie;Ei tasoristeystä;ei;805;33;88;48;24;
630100;Kunta;-;-;-;-;-;319750;6826435;-;;;;RINNETIE 12;2023;12;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;päivänvalo;−2;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630102;Väylävirasto;7/28/1126;2;7;28;1126;493964;6707446;-;Kaakkois-Suomen ELY;Kymenlaakso;Kotka;VT7;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;jäinen;tie valaistu;−3;pilvipouta;100;-;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;18 408;1 332;100;100;99;
630103;Väylävirasto;13/107/3811;0;13;107;3811;323092;7059229;-;Etelä-Pohjanmaan ELY;Keski-Pohjanmaa;Kaustinen;KOKKOLANTIE;2023;12;eläinonnettomuus;90;Loukkaantumiseen johtanut;3;hirvionnettomuus;kyllä;ei;ajorata;linjaonnettomuus;ma;luminen;pimeä (valaisematon);−5;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;3 374;324;100;100;100;
630104;Väylävirasto;25/18/1178;0;25;18;1178;329500;6673062;-;Uudenmaan ELY;Uusimaa;Lohja;HANKONIEMENTIE 960;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;ajourat paljaat;pimeä (valaisematon);−3;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;5 668;644;97;62;33;
630105;Väylävirasto;9150/1/2037;0;9150;1;2037;594990;7198822;-;Pohjois-Pohjanmaan ELY;Kainuu;Suomussalmi;KAINUUNTIE X PYYTIE;2023;12;kääntyminen vasemmalle toisen eteen tai kylkeen;52;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;tie valaistu;−2;lumisade;40;Tieto puuttuu;öljysora tai vast;Ic;Yhdystie;Ei tasoristeystä;kyllä;1 223;54;92;62;29;
630106;Väylävirasto;14.2.4807;0;14;2;4807;550477;6863345;-;Pohjois-Savon ELY;Etelä-Savo;Juva;SAVONLINNANTIE X KIISKILÄNTIE;2023;12;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;tie valaistu;−5;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;2 414;236;100;76;42;
630107;Kunta;-;-;-;-;-;195283;6755344;-;;;;Merimetsonpolku;2023;12;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;-;linjaonnettomuus;ma;luminen;tie valaistu;−4;kirkas;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630108;Kunta;-;-;-;-;-;386268;6675063;-;;;;LEMUNTIE 9;2023;12;muu tieltä suistuminen;89;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;jäinen;hämärä;−2;pilvipouta;30;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630109;Kunta;-;-;-;-;-;392029;6685405;toiminnassa;;;;SÄTERINTIE 2;2023;12;muu onnettomuus;99;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;-;linjaonnettomuus;ma;luminen;päivänvalo;−3;kirkas;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630110;Kunta;-;-;-;-;-;373441;6679126;-;;;;Lippajärvientie X Riistatie;2023;12;kääntyminen vas. vastaantulevan eteen tai kylkeen;30;Ei henkilövahinkoja;0;kääntymisonnettomuus;ei;ei;ajorata;kärkikolmio;ma;sohjoinen;päivänvalo;−2;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630111;Kunta;-;-;-;-;-;430588;7210285;toiminnassa;Etelä-Pohjanmaan ELY;;;Oulunsuuntie x Kajaaninitie;2023;12;peräänajo käännyttäessä oikealle;10;Ei henkilövahinkoja;0;kääntymisonnettomuus;ei;ei;ajorata;liikennevalot;ma;luminen;tie valaistu;−3;lumisade;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630112;Kunta;-;-;-;-;-;363663;6765107;vilkulla;;;;Paasikiventie X Vanajantie;2023;12;kääntyminen oikealle toisen eteen tai kylkeen;50;Ei henkilövahinkoja;0;risteämisonnettomuus;ei;ei;ajorata;kärkikolmio;ma;-;tie valaistu;−5;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630114;Väylävirasto;8/318/1158;0;8;318;1158;277895;7041513;-;Etelä-Pohjanmaan ELY;Pohjanmaa;Nykarleby;VT 8;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;tie valaistu;−5;kirkas;60;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;3 338;484;100;100;88;
630115;Väylävirasto;22.9.1940;1;22;9;1940;450993;7188342;-;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Muhos;Muhostie x Valtatie;2023;12;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;kärkikolmio;ma;luminen;päivänvalo;−4;lumisade;50;Läpikulku-/sisääntulotie kaava-alueella;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;8 286;612;99;75;39;
630116;Väylävirasto;3/102/492;1;3;102;492;382442;6683012;-;Uudenmaan ELY;Uusimaa;Vantaa;HÄMEENLINNANVÄYLÄ;2023;12;suistuminen oikealle suoralla;80;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;ajourat paljaat;hämärä;−2;pilvipouta;80;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;49 065;3 333;100;99;66;
630117;Väylävirasto;760/16/3956;0;760;16;3956;428929;7029467;-;Keski-Suomen ELY;Keski-Suomi;Pihtipudas;REISJÄRVENTIE / KENNÄS;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;jäinen;tie valaistu;−2;lumisade;40;Tieto puuttuu;kestopäällyste;Ic;Seututie;Ei tasoristeystä;kyllä;792;71;95;45;27;1 082
630118;Väylävirasto;22/1/1617;2;22;1;1617;429496;7209859;toiminnassa;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;KAINUUNTIE;2023;12;muu risteämisonnettomuus, kääntyminen;59;Loukkaantumiseen johtanut;2;risteämisonnettomuus;ei;ei;ajorata;liikennevalot;ti;ajourat paljaat;tie valaistu;−5;pilvipouta;60;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;22 636;357;100;26;4;
630119;Kunta;-;-;-;-;-;387241;6675772;-;;;;HÄMEENTIE X HÄMEENTIE, KAISTAT;2023;12;muu törmäys käännyttäessä vasemmalle;13;Ei henkilövahinkoja;0;kääntymisonnettomuus;ei;ei;ajorata;muu risteys;ti;luminen;päivänvalo;−3;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630120;Kunta;-;-;-;-;-;424238;6693496;-;;;;HAMARINTIE X LÄNSITIE;2023;12;jalankulkija suojatiellä ennen risteystä;60;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;suojatie;kärkikolmio;ti;jäinen;tie valaistu;−9;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630121;Väylävirasto;6/421/695;0;6;421;695;591790;7060743;-;Pohjois-Savon ELY;Pohjois-Karjala;Nurmes;NURMEKSENTIE;2023;12;jk ylitti muutoin ajorataa suojatien ulkopuolella;71;Loukkaantumiseen johtanut;2;jalankulkijaonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;pimeä (valaisematon);−5;pilvipouta;80;-;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;ei;2 086;204;95;83;58;
630122;Väylävirasto;3/248/1401;0;3;248;1401;240700;6996472;-;Etelä-Pohjanmaan ELY;Pohjanmaa;Korsholm;LAIHIANTIE;2023;12;muu peräänajo liikkuvaan ajoneuvoon;7;Loukkaantumiseen johtanut;2;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;jäinen;tie valaistu;−4;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;8 191;585;100;100;99;
630123;Kunta;-;-;-;-;-;309944;7088211;-;Keski-Suomen ELY;;;TRULLEVINTIE;2023;12;muu tieltä suistuminen;89;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;tie valaistu;−2;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630124;Väylävirasto;317/2/7979;0;317;2;7979;400038;6773766;-;Uudenmaan ELY;Kanta-Häme;Hämeenlinna;RONNINTIE X PIIANPIHA;2023;12;suistuminen oik. oikealle kääntyvässä kaarteessa;82;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;pimeä (valaisematon);−4;kirkas;80;-;kestopäällyste;Ib;Seututie;Ei tasoristeystä;ei;652;41;100;34;0;240
630125;Väylävirasto;3/217/3026;2;3;217;3026;293118;6887361;-;Pirkanmaan ELY;Pirkanmaa;Parkano;Vt-3 Savajärvi;2023;12;suistuminen vasemmalle suoralla;81;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;jäinen;päivänvalo;−7;pilvipouta;100;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;5 583;943;100;80;48;
630126;Väylävirasto;78/123/276;0;78;123;276;520692;7245418;-;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Pudasjärvi;KT78, Ervasti;2023;12;suistuminen vas. oikealle kääntyvässä kaarteessa;83;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;päivänvalo;−5;pilvipouta;60;-;kestopäällyste;Ic;Kantatie;Ei tasoristeystä;ei;814;91;98;65;35;
630127;Kunta;-;-;-;-;-;362194;6766363;-;;;;TAMPEREENTIE X HÄRKÄTIE;2023;12;törmäys liikennekorokkeeseen;93;Ei henkilövahinkoja;0;muu onnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;ajourat paljaat;päivänvalo;−7;pilvipouta;50;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630128;Kunta;-;-;-;-;-;428214;7209178;toiminnassa;Etelä-Pohjanmaan ELY;;;Joutsentie X Paljetie;2023;12;peräänajo liikenne-esteen takia pysäht. ajoneuvoon;8;Ei henkilövahinkoja;0;peräänajo-onnettomuus;ei;ei;ajorata;liikennevalot;ti;jäinen;hämärä;−3;lumisade;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;ei;;;;;;
630129;Kunta;-;-;-;-;-;496426;6708986;-;;;;SAMMONKATU 9;2023;12;suistuminen oik. vasemmalle kääntyvässä kaarteessa;84;Loukkaantumiseen johtanut;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ma;luminen;tie valaistu;−3;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630130;Kunta;-;-;-;-;-;436046;6905420;-;;;;Seppäläntie x Heinälammentie;2023;12;muu törmäys käännyttäessä vasemmalle;13;Ei henkilövahinkoja;0;kääntymisonnettomuus;ei;ei;ajorata;kärkikolmio;to;jäinen;tie valaistu;−6;pilvipouta;40;-;kestopäällyste;-;Katu/Yksityistie;Ei tasoristeystä;kyllä;;;;;;
630131;Väylävirasto;11763/1/8214;0;11763;1;8214;416339;6722956;-;Uudenmaan ELY;Uusimaa;Pukkila;Metsäkulmantie;2023;12;kohtaaminen suoralla;20;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;pimeä (valaisematon);−10;sumu;50;-;sora;II;Yhdystie;Ei tasoristeystä;ei;168;9;;;;
630132;Väylävirasto;6403/1/4626;0;6403;1;4626;460352;6905376;-;Keski-Suomen ELY;Keski-Suomi;Laukaa;Liepeentie;2023;12;suistuminen oikealle suoralla;80;Ei henkilövahinkoja;1;yksittäisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;hämärä;−8;pilvipouta;80;-;kestopäällyste;Ib;Yhdystie;Ei tasoristeystä;ei;1 168;42;78;26;2;
630133;Väylävirasto;6/424/2674;0;6;424;2674;576243;7079777;-;Pohjois-Savon ELY;Pohjois-Karjala;Nurmes;KAJAANINTIE;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;pimeä (valaisematon);−7;lumisade;100;-;kestopäällyste;Ib;Valtatie;Ei tasoristeystä;ei;1 046;96;100;100;87;
630134;Väylävirasto;12011/1/1499;0;12011;1;1499;201122;6680614;-;Varsinais-Suomen ELY;Varsinais-Suomi;Pargas;RUMARINTIE;2023;12;kohtaaminen kaarteessa;21;Loukkaantumiseen johtanut;2;kohtaamisonnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;päivänvalo;0;pilvipouta;60;-;kestopäällyste;III;Yhdystie;Ei tasoristeystä;ei;97;4;;;;
630135;Väylävirasto;20.1.2314;1;20;1;2314;429212;7212260;toiminnassa;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Oulu;Hintantie X Kuusamontie;2023;12;ajo risteäviä ajosuuntia suoraan;40;Ei henkilövahinkoja;2;risteämisonnettomuus;ei;ei;ajorata;liikennevalot;ti;jäinen;tie valaistu;−3;lumisade;60;Tieto puuttuu;kestopäällyste;Ise;Valtatie;Ei tasoristeystä;ei;25 194;812;74;39;2;
630136;Väylävirasto;16/29/1088;0;16;29;1088;372960;6992861;-;Keski-Suomen ELY;Keski-Suomi;Kyyjärvi;TIE16, VAASANTIE;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;kyllä;ei;ajorata;linjaonnettomuus;ti;ajourat paljaat;pimeä (valaisematon);−3;pilvipouta;80;-;kestopäällyste;Is;Valtatie;Ei tasoristeystä;ei;1 378;261;100;87;53;
630137;Väylävirasto;58/70/5179;0;58;70;5179;433066;7088607;-;Pohjois-Pohjanmaan ELY;Pohjois-Pohjanmaa;Kärsämäki;TIE 58 MATARANMÄKI;2023;12;eläinonnettomuus;90;Ei henkilövahinkoja;2;hirvionnettomuus;ei;ei;ajorata;linjaonnettomuus;ti;luminen;pimeä (valaisematon);−2;lumisade;80;-;kestopäällyste;Ic;Kantatie;Ei tasoristeystä;ei;832;93;100;91;74;
